date,open,high,low,close,volume,symbol,ma_5,ma_20,macd,macd_signal,macd_hist,rsi_14,boll_mid,boll_upper,boll_lower,atr_14,k,d,j
2025-01-17 00:00:00,99.58,100.27,98.34,100.0,30263,DEMO.SH,98.81400000000001,,-0.053411022356002036,-0.06929257735153534,0.0158815549955333,,,,,,56.66769641192498,47.22194195149966,75.55920533277563
2025-01-20 00:00:00,100.35,100.86,99.44,99.59,56536,DEMO.SH,99.124,,-0.02015800905154208,-0.059465663691536684,0.0393076546399946,,,,,2.1371428571428575,61.63576639278833,52.02655009859588,80.85419898117323
2025-01-21 00:00:00,101.27,101.45,100.49,101.44,150437,DEMO.SH,100.084,,0.1537029900793101,-0.01683193293736733,0.17053492301667744,57.875185735512645,,,,2.164285714285714,74.36955544535505,59.474218547515605,104.16022924103393
2025-01-22 00:00:00,100.43,100.47,99.76,99.85,97618,DEMO.SH,100.15,,0.1613296647250877,0.018800386595123675,0.14252927812996402,52.422611036339156,,,,2.1899999999999986,74.22682632296195,64.39175447266439,93.89697002355709
2025-01-23 00:00:00,100.49,101.33,99.8,101.01,83663,DEMO.SH,100.378,,0.25800207745639625,0.06664072476737819,0.19136135268901805,55.1111111111111,,,,2.1957142857142844,80.16568409475343,69.64973101336074,101.19759025753882
2025-01-24 00:00:00,101.33,102.51,100.77,102.16,175640,DEMO.SH,100.80999999999999,,0.42254026888456053,0.13782063359081467,0.2847196352937459,52.677376171352066,,,,2.117142857142857,85.00676359984064,74.7687418755207,105.48280704848051
2025-01-27 00:00:00,104.86,105.03,103.92,104.08,92670,DEMO.SH,101.708,,0.6997990767683291,0.25021632222631757,0.4495827545420115,60.46942557134033,,,,2.1750000000000003,85.27107608200635,78.26951994434924,99.27418835732055
2025-01-28 00:00:00,103.87,104.15,103.71,104.02,119383,DEMO.SH,102.224,100.1665,0.9042633954605321,0.38102573687316055,0.5232376585873716,61.72761664564942,100.1665,103.88049217752769,96.45250782247231,2.1100000000000003,85.14833074126778,80.56245687665542,94.32007847049252
2025-01-29 00:00:00,105.84,106.14,104.45,104.73,44866,DEMO.SH,103.2,100.437,1.110789418419273,0.5269784731823831,0.5838109452368899,67.78566817301484,100.437,104.6464085095177,96.2275914904823,2.132857142857144,84.07324613520419,81.73271996283835,88.75429847993587
2025-01-30 00:00:00,102.38,104.19,102.33,103.92,140660,DEMO.SH,103.782,100.6765,1.1953236025787533,0.6606474990616572,0.534676103517096,71.09004739336491,100.6765,105.11180465339429,96.24119534660572,2.0250000000000017,78.33738797073316,80.60094263213662,73.81027864792622
2025-01-31 00:00:00,103.43,103.91,102.73,103.58,121917,DEMO.SH,104.066,100.88550000000001,1.2208096602241625,0.7726799312941582,0.44812972893000425,68.76693766937665,100.88550000000001,105.45931321966924,96.31168678033077,1.9650000000000014,72.18312803064549,77.79500443163958,60.95937522865731
2025-02-03 00:00:00,103.65,103.88,102.54,103.01,145087,DEMO.SH,103.852,100.96799999999999,1.1813949229352545,0.8544229296223775,0.32697199331287696,72.8643216080402,100.96799999999999,105.63639587010356,96.29960412989642,1.9092857142857145,65.1022316442548,73.564080169178,48.178534594408404
2025-02-04 00:00:00,102.02,103.0,101.71,101.98,175906,DEMO.SH,103.444,101.0325,1.0548859985871246,0.894515543415327,0.1603704551717976,60.18211920529804,101.0325,105.72032914633876,96.34467085366124,1.7285714285714298,54.86310711089124,67.33042248308242,29.928476366508903
2025-02-05 00:00:00,102.47,103.27,101.79,103.15,107965,DEMO.SH,103.128,101.175,1.0370811604387455,0.9230286668200107,0.11405249361873482,62.71317829457364,101.175,105.94168040729218,96.40831959270781,1.664285714285715,51.34883739112183,62.00322745242889,30.040057268507724
2025-02-06 00:00:00,106.51,107.71,105.81,106.25,125701,DEMO.SH,103.59400000000001,101.5265,1.2586063594912957,0.9901442053542677,0.268462154137028,69.6912413358538,101.5265,106.70516991661596,96.34783008338404,1.8521428571428575,59.45478048297014,61.153745129275976,56.056851190358486
2025-02-07 00:00:00,106.75,107.83,105.36,107.67,94153,DEMO.SH,104.41199999999999,102.02550000000001,1.5310992492391051,1.0983352141312352,0.43276403510786987,73.9336492890995,102.02550000000001,107.55879244330696,96.49220755669306,1.9271428571428575,72.09839396032433,64.8019614062921,86.6912590683888
2025-02-10 00:00:00,104.94,105.08,103.76,104.87,68329,DEMO.SH,104.78400000000002,102.36699999999999,1.503780581671279,1.179424287639244,0.32435629403203503,59.61862030286036,102.36699999999999,107.70419461100954,97.02980538899044,2.073571428571429,65.27692494958445,64.96028258738954,65.9102096739743
2025-02-11 00:00:00,102.31,102.52,101.33,102.42,190794,DEMO.SH,104.872,102.65599999999999,1.2697983711076262,1.1974991043329206,0.07229926677470555,56.875334403424304,102.65599999999999,107.26356083433578,98.0484391656642,2.2064285714285723,49.10769355613325,59.67608624363744,27.970908181124855
2025-02-12 00:00:00,101.61,102.2,99.87,100.55,130337,DEMO.SH,104.352,102.70750000000001,0.9228345494853016,1.1425661933633968,-0.21973164387809518,48.81443298969071,102.70750000000001,107.18876803013329,98.22623196986673,2.2792857142857152,35.58603356003521,51.6460686824367,3.46596331523223
2025-02-13 00:00:00,100.24,100.69,99.67,100.04,160404,DEMO.SH,103.11000000000001,102.71600000000001,0.5997964037756844,1.0340122354458543,-0.43421583167016986,44.34968017057572,102.71600000000001,107.17519700111318,98.25680299888684,2.2278571428571428,25.235460281853562,42.84253254890899,-9.978684252257295
2025-02-14 00:00:00,101.81,102.39,99.54,101.16,131354,DEMO.SH,101.808,102.774,0.42921328216527854,0.9130524447897392,-0.4838391626244607,41.87082405345211,102.774,107.11300983126212,98.43499016873788,2.2264285714285705,23.337512323004876,36.34085914027429,-2.669181311533947
2025-02-17 00:00:00,98.18,99.58,97.4,98.66,176764,DEMO.SH,100.566,102.7275,0.09124401842873908,0.7486907595175392,-0.6574467410888001,36.86274509803921,102.7275,107.22714150618806,98.22785849381195,2.4635714285714263,19.585187186253783,30.75563515560079,-2.7557087524402277
2025-02-18 00:00:00,100.2,100.64,99.03,99.1,161076,DEMO.SH,99.902,102.6105,-0.13948681804208718,0.5710552440056139,-0.7105420620477011,36.01589667163434,102.6105,107.36554153504466,97.85545846495535,2.453571428571426,18.489837159004566,26.66703582340205,2.1354398302095987
2025-02-19 00:00:00,100.4,101.54,99.43,99.95,144115,DEMO.SH,99.78200000000001,102.6155,-0.25086297974381466,0.4066715992557282,-0.6575345789995428,40.158651462568166,102.6155,107.35851469753705,97.87248530246295,2.4564285714285696,20.476126658256156,24.603399435020084,12.221581104728301
2025-02-20 00:00:00,102.73,103.44,101.62,103.39,33261,DEMO.SH,100.452,102.7345,-0.060848713501670204,0.3131675367042485,-0.3740162502059187,49.59174903308982,102.7345,107.42706735924509,98.04193264075491,2.6207142857142833,39.64901499439299,29.61860462147772,59.70983574022355
2025-02-21 00:00:00,104.83,105.19,103.65,103.88,100492,DEMO.SH,100.996,102.8205,0.12780461433479218,0.27609495223035724,-0.14829033789556506,51.875808538162985,102.8205,107.53174287992924,98.10925712007075,2.653571428571427,54.16053288885932,37.799247377271584,86.88310391203478
2025-02-24 00:00:00,103.09,104.46,102.14,104.18,176259,DEMO.SH,102.1,102.8255,0.2980850892569862,0.28049297963568304,0.017592109621303142,54.89759572573465,102.8255,107.54257971658646,98.10842028341355,2.7264285714285683,65.11857519933372,46.905689984625624,101.54434562874991
2025-02-25 00:00:00,103.98,105.2,103.3,104.6,190847,DEMO.SH,103.2,102.8545,0.46160301018740313,0.3167149857460271,0.14488802444137605,53.339474896361104,102.8545,107.60947955056756,98.09952044943245,2.7564285714285695,74.18161423545321,55.997664734901484,110.54951323655668
2025-02-26 00:00:00,105.46,105.68,103.98,104.98,158755,DEMO.SH,104.20599999999999,102.867,0.6147682985495635,0.37632564830673443,0.23844265024282907,46.656134807793585,102.867,107.64400236329722,98.08999763670279,2.5521428571428566,79.96970739690438,63.988345622235784,111.9324309462416
2025-02-27 00:00:00,106.06,106.14,104.75,105.3,191279,DEMO.SH,104.58800000000001,102.93599999999999,0.7532907518412912,0.4517186690136458,0.3015720828276454,43.37618781442144,102.93599999999999,107.81580327472325,98.05619672527673,2.474999999999999,83.44281027070511,70.47316717172556,109.3820964686642
2025-02-28 00:00:00,102.75,103.78,102.29,103.35,166842,DEMO.SH,104.482,102.92450000000001,0.6976796739149762,0.500910869993912,0.19676880392106422,45.53990610328635,102.92450000000001,107.79899419778201,98.05000580221801,2.4107142857142847,75.88170473743207,72.27601302696107,83.09308815837409
2025-03-03 00:00:00,103.76,105.0,103.26,104.16,44489,DEMO.SH,104.478,102.982,0.7107743601673917,0.5428835680286079,0.16789079213878377,55.64935064935064,102.982,107.88777146677363,98.07622853322637,2.2821428571428553,74.08507091785086,72.87903232392432,76.49714810570393
2025-03-04 00:00:00,102.42,103.58,102.01,103.5,168981,DEMO.SH,104.258,103.05799999999999,0.660284164380343,0.5663636872989549,0.09392047708138807,60.394644115574366,103.05799999999999,107.94547313897583,98.17052686102416,2.2535714285714263,63.254354063227986,69.67080623702554,50.42144971563286
2025-03-05 00:00:00,102.28,103.25,101.66,102.94,55034,DEMO.SH,103.85,103.04749999999999,0.568529348143997,0.5667968194679633,0.0017325286760336844,60.18258426966289,103.04749999999999,107.93504324250621,98.15995675749376,2.3121428571428555,51.69337889929485,63.67833045778198,27.723475782320577
2025-03-06 00:00:00,104.5,105.13,103.94,104.07,29830,DEMO.SH,103.604,102.9385,0.580305154817566,0.5694984865378839,0.010806668279682019,60.210526315789465,102.9385,107.6181368505079,98.25886314949211,2.2649999999999983,52.39380021857748,59.91682037804715,37.347759899638135
2025-03-07 00:00:00,103.69,104.55,103.3,103.49,111817,DEMO.SH,103.63199999999999,102.72949999999999,0.5366502437519358,0.5629288379806944,-0.026278594228758556,69.58637469586375,102.72949999999999,106.86060651673753,98.59839348326244,2.085714285714285,48.54527157428973,56.126304110128004,33.38320650261318
2025-03-10 00:00:00,102.07,103.03,101.59,102.72,57813,DEMO.SH,103.34400000000001,102.622,0.4349075043842703,0.5373245712614095,-0.10241706687713925,64.2969984202212,102.622,106.62859771666157,98.61540228333843,2.0799999999999983,40.641902661248075,50.96483696050136,19.9960340627415
2025-03-11 00:00:00,104.66,104.99,103.83,104.86,147323,DEMO.SH,103.61600000000001,102.744,0.5209505717812846,0.5340497713653846,-0.013099199584099996,67.59856630824373,102.744,106.87147099833604,98.61652900166396,2.06785714285714,51.050645730209325,50.993439883737345,51.16505742315327
2025-03-12 00:00:00,104.92,105.14,102.09,102.95,140100,DEMO.SH,103.61800000000001,102.86399999999999,0.4300618004053689,0.5132521771733815,-0.08319037676801255,48.22866344605476,102.86399999999999,106.86036361024155,98.86763638975843,2.036428571428569,46.80371687178275,49.596865546419146,41.21741952250996
2025-03-13 00:00:00,102.1,103.16,101.71,102.89,195697,DEMO.SH,103.38199999999999,103.0065,0.3491653350777426,0.4804348087542537,-0.1312694736765111,45.871559633027545,103.0065,106.77566729600359,99.23733270399642,2.0114285714285693,43.40905068447487,47.534260592437725,35.15863086854917
2025-03-14 00:00:00,102.94,103.02,101.61,102.95,159208,DEMO.SH,103.274,103.096,0.2865921461734331,0.4416662762380896,-0.15507413006465648,44.765957446808486,103.096,106.76420994635342,99.42779005364659,1.9464285714285694,41.70932017462644,45.592613786500635,33.94273295087805
2025-03-17 00:00:00,105.18,106.54,104.92,106.22,126084,DEMO.SH,103.974,103.474,0.49515626146295233,0.45236427328306217,0.04279198817989016,55.54794520547947,103.474,106.75515769043083,100.19284230956917,2.067142857142855,58.98466462820208,50.05663073373445,76.84073241713733
2025-03-18 00:00:00,107.51,108.17,106.03,106.94,112507,DEMO.SH,104.39000000000001,103.86599999999999,0.7103542861318033,0.5039622758528104,0.2063920102789929,56.559571619812566,103.86599999999999,106.80203671280638,100.92996328719359,2.098571428571426,66.42544004595436,55.512900504474416,88.25051912891425
2025-03-19 00:00:00,106.68,107.19,106.49,106.6,142206,DEMO.SH,105.11999999999998,104.19850000000001,0.8437390144491985,0.571917623572088,0.27182139087711055,54.344919786096256,104.19850000000001,106.74801202761373,101.6489879723863,2.049285714285712,69.66356590702932,60.22978897199272,88.53111977710253
2025-03-20 00:00:00,107.03,109.29,106.0,108.26,53829,DEMO.SH,106.194,104.44200000000001,1.071049111969117,0.6717439212514937,0.39930519071762327,66.73483299250174,104.44200000000001,107.53805249513493,101.34594750486508,2.069285714285713,75.31683614581175,65.25880469659906,95.43289904423713
2025-03-21 00:00:00,108.48,108.97,106.92,108.11,109909,DEMO.SH,107.226,104.65349999999998,1.224969568863969,0.7823890507739888,0.4425805180899802,64.09707351891507,104.65349999999998,108.14107357968024,101.16592642031972,2.0914285714285703,78.42302965276338,69.64687968198716,95.97532959431581
2025-03-24 00:00:00,109.48,109.83,107.62,108.61,43109,DEMO.SH,107.704,104.875,1.3714887921421166,0.9002089990476145,0.4712797930945021,68.44765342960288,104.875,108.77435217291547,100.97564782708453,2.0957142857142848,80.66807005236942,73.32060980544792,95.36299054621242
2025-03-25 00:00:00,109.09,109.93,108.97,109.47,155076,DEMO.SH,108.21000000000001,105.1185,1.5392575420934804,1.0280187076567877,0.5112388344366927,73.07420494699646,105.1185,109.52127555998241,100.71572444001758,2.0585714285714283,85.26909798363087,77.30343919817557,101.20041555454148
2025-03-26 00:00:00,110.17,110.51,108.6,108.79,157454,DEMO.SH,108.648,105.309,1.5989138841682689,1.142197742959084,0.4567161412091849,67.22627737226281,105.309,110.00638964465199,100.611610355348,2.038571428571429,83.73745109021084,79.448109828854,92.31613361292452
2025-03-27 00:00:00,105.75,107.61,105.66,106.89,169593,DEMO.SH,108.374,105.3885,1.4758649911024406,1.2089311925877553,0.26693379851468535,61.318242343541954,105.3885,110.13876990922893,100.63823009077106,2.172857142857144,67.57213495459493,75.48945153743432,51.73750178891615
2025-03-28 00:00:00,108.19,108.2,105.8,107.09,60789,DEMO.SH,108.17,105.5755,1.3785946048986943,1.2428638750499432,0.13573072984875112,65.12110726643598,105.5755,110.28214245061108,100.86885754938893,2.208571428571431,54.87626866388806,68.61839057958557,27.392024832493064
2025-03-31 00:00:00,108.62,109.46,106.29,108.83,35990,DEMO.SH,108.21399999999998,105.809,1.4254785518342459,1.2793868104068038,0.14609174142744208,64.12811387900354,105.809,110.68044158929307,100.93755841070693,2.2728571428571445,58.37112069001469,65.20263394972861,44.70809417058686
